text,label,__index_level_0__
i sometimes like to hang around in bars . plus pancakes i guess .,0,14125
hi there . i am nurse kelly . what are you doing ?,1,6623
" sex games will make you feel like you're actully having sex or, as ign would describe it it really makes you feel like you're fucking some whore in an alleyway""""",1,10410
 Conservatives are so sick of these tactics by liberals. First there was Bork then there was Thomas. Republicans just keep taking it too...Trump won’t take it for long though. URL,1,5878
__SILENCE__,0,17996
 Same celebrities ready to give Harvey Weinstein a second chance. Convinced liberals are evil and must be soundly defeated yet?,0,10054
i'm good . how about that hurricane,0,19030
are you an actor too ? i was 10 when i really started .,1,492
have you heard of bill bryson before ?,1,12354
__SILENCE__,0,25847
"my career basically , i love it ! my parents hate it , but oh well . . .",0,24174
you should spray those down,0,20326
they are spoiled mom and dad got me into the mcdonald habit as a kid,0,15532
 Internet sucks sometime,1,6100
 #maga is just an empty slogan/promise that rallies the sheep towards a hollow shepherd,0,8298
__SILENCE__,0,17402
 You are so freaking valid,0,3365
"Reporting from Buzzfeed News Thursday evening exposed how President Donald Trump’s immigration policies led to four deaths and preventable surgeries for children held in the administration’s detention regime, including one eight-year-old boy whose forehead was partially removed.",1,676
"that's funny . she comes everywhere with me , especially my weekly fishing trips .",1,11456
just a full of love argentinan . they love each other too .,0,14706
what team do you play for ?,1,8683
"i have never been to canada , but now that i am no longer working , maybe !",0,27457
__SILENCE__,0,20103
"sounds good , are you in school ?",0,27315
i am doing well thank you . how are you ?,0,18214
i wanted to make your wedding cake,0,16198
 They are conservatives who want him appointed.,0,12981
"i love rock , are you a fit person ?",0,19902
 Let's not kid ourselves...you are a prostitute...for the ,1,13023
get out ! me too ! my wife had blonde hair . i'm a baby doctor . you dance ?,1,1744
what are they busy with ?,0,20568
that is very important . i have had my eyes on fashion since i was young .,1,3577
  Meanwhile the #METOO movement happened because of the way liberals treated women,0,6014
 Man that shit just got me hype like I was watchin it  years ago,1,2913
 Fuck a drug test,1,4788
i've never played got . is it easy to learn ?,1,7573
how exciting ! what are you in school for ?,0,27317
doing well . washed my hair . it took forever because it is long .,0,24782
yeah as long as i can do some katy perry,1,83
"keep going ! running is what i really like though , i run and like it !",0,20610
"tell me a few modern rock songs , my 8th grade students loves modern rock",1,332
  But the President.  He is that BAD!,1,8753
"#MAGA great thing about hurricane Florence  did not have to hear the bionic woman with the amazing memory"" talk about a party  million years ago URL",0,1245
running and animals are what i like,0,25725
"anything logical and rational , i will eat what do you like to eat ?",0,26778
awesome . i am all the way in russia,0,23454
 I like the way she shows her emotions... She is really a Queen of Hearts....  ...Love you,0,10067
i love all kinds of music ! what do you like best ?,1,4669
you would think i'd have my own at age 25,0,17204
"i'm tall , i like running , and i'm staunchly pro iphone",0,21739
"i love make up , clothes , jewelry , and purses . people think i'm shallow and i think so too .",1,6611
can you buy iron in the mail ?,0,17779
 Until he is dead. Because even after he is out of office he will likely command the news cycle for a long time.,1,4191
    Coward  Answer question  What have I posted on  that is not factual   As a staunch conservative and pro Israel I post  positive facts to counter Canadian media helping liberal Trudeau assault on conservatives and Israel.   You are either ignorant or a liar.,1,3672
so what going on for you this evening ?,0,14357
i do have two dogs they're boys diesel and cole .,0,15089
music makes an ordinary day exciting . my family listens to music every saturday .,0,24750
 Comes with the territory but I’m going to say it’s the same leftist that control antifa...just to make more out of it than it actually is! Just saying,0,626
"some loveable mutts . i love all dogs , though",0,24293
  At times this all seems fake and made up. It does to me anyway because its not being disguised in any way. There blatant hatred shows he is the enemy or something. Who really knows. Assumptions can be made from across the isle and from fringe and alternative news and media.,0,4165
__SILENCE__,0,26087
haha he might . his name is bart and he is my world,0,18886
   Useful idiots for international communism just like antifa today. URL,1,13089
"i am great , i dance at the ballet",1,7501
my black hair is very noticeable,1,1863
does he like baseball ? i'm a professional baseball player .,1,7766
hi there ! who your favorite actor ?,1,1927
my parents named me omar after my grandfather .,1,4617
"On top of the enormous financial impact, these beauty regimens require these women to take the time out of their busy schedules to attend to their appearances in a way that men in power are spared. ",0,1596
  Because he knows he is going to Jail soon,0,6422
      Liberals are so sensitive that they’ll believe the okay sign is racist  rolling on the floor laughing  face with tears of joy  rolling on the floor laughing  URL,1,5987
well i am in hollywood trying to be a male model and i won a contest !,0,26553
i love to bake cupcakes . and reading .,1,412
"In truth, these examples are caricatures of Epicureanism. Epicureanism is not hedonism; rather, it abhors lack of restraint and shameless debauchery. After all, these things bring more pain than pleasure.",1,1654
nice to meet you ami . do you live in the us now ?,1,296
"i love reese drummond , i watch her show all the time .",1,460
hi ! how are you today ?,0,21433
i play basketball in my free time,1,2472
i like to fish and swim .,0,14641
yes they are . do you like to travel ?,0,25394
 It's wild thinking about how Clive is minus one boypussy away from wrecking the whole town again,1,2264
i mostly just argue about how hot the pool boy is .,1,548
 I’m alright with this. If someone is dumb enough to try this then they deserve what ever they get. I can’t wait to hear about the first AntiFa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state  face with tears of joy ,1,9982
    Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,1,10281
 They really don't care who he is. Only that he will act as a judicial alt right operative on the Supreme Court.,0,1990
  he is rushing to catch up to drumpf,0,7428
must be nice . i am from california . how about you ?,0,25083
 Pants drooping below the ass...,1,11087
i like that too . i like country as well,0,26200
 If someone is being too nice to you at happy hour and asking probing questions about what you do at Pub Citizen....make sure to troll them and say you're with Antifa or something.,1,11604
that has to hurt how is the start up going,0,14632
you just need to build your confidence and self esteem,0,15684
that is cool i play the drums when i've extra time,1,9591
i am doing great . no class today ! how are you ?,0,14678
 Funny shit,1,5646
sounds super cool . i aspire to play baseball .,1,3942
"         Nobody is greek"", that nation was lost, if it ever existed at all.. You are Subsaharan.""",0,8016
 Dont believe the hype.,1,125
